bus_line,direction,stop_count,route_length_km,avg_inter_stop_distance_km,mean_distance_from_center_km,max_distance_from_center_km
C7,direction_0,67,38.99155773093904,0.5907811777415004,8.804535880362806,13.864937623588606
C7,direction_1,62,38.08090083073829,0.6242770627989884,8.408539998514986,13.690633367535078
3NAV,direction_0,22,5.690944413930994,0.2709973530443331,2.819944661313299,3.135173752173992
3NAV,direction_1,22,5.62475221220094,0.26784534343814004,2.8054131687314166,3.1079204677591683
509,direction_0,17,9.102537382186716,0.5689085863866699,12.726304855724932,15.146217826284566
509,direction_1,16,9.090207504243255,0.606013833616217,12.857078571391327,15.146217826284566
781,direction_0,19,6.461633522268623,0.35897964012603467,3.2627311881075265,6.178188357167295
781,direction_1,22,6.762040284044799,0.3220019182878476,3.214485019289954,6.178188357167295
451,direction_0,23,8.103699153659763,0.3683499615299893,7.79071671553831,8.700004714563745
451,direction_1,21,7.894211792347241,0.39471058961736205,7.856593025440247,8.710587359088244
60,direction_0,17,8.460022733470241,0.5287514208418901,3.8327848301749206,8.12980179559725
60,direction_1,18,8.642756471893284,0.5083974395231342,3.6135431221253262,8.12980179559725
160,direction_0,37,10.705589664115793,0.29737749066988317,3.0348939491407148,5.742270329130315
160,direction_1,42,12.528266748938679,0.30556748168143116,3.1679936029202094,6.075821400048978
911,direction_0,29,7.772091640301926,0.27757470143935453,5.833451084164554,7.824439129576706
911,direction_1,32,8.174993174686682,0.26370945724795747,5.871615274197085,7.824439129576706
774,direction_0,17,3.6010052374840233,0.22506282734275151,4.44953469340275,5.760245138176409
774,direction_1,20,3.9249243884982175,0.20657496781569568,4.407412787250353,5.760245138176409
709,direction_0,28,16.34247283518536,0.6052767716735318,15.479108911815185,20.253457952619858
709,direction_1,23,15.743519452952656,0.7156145205887571,16.5100899152317,20.253457952619858
118,direction_0,51,21.48040751786883,0.4296081503573766,4.9234411299278396,10.254113450244104
065,direction_0,18,4.369151277995326,0.25700889870560745,17.391455019625763,18.379791293109133
065,direction_1,19,6.011262292676768,0.33395901625982044,17.66003574153964,19.030133829430586
508,direction_0,56,22.806683734448068,0.4146669769899648,14.560446205715257,21.243790277489474
508,direction_1,47,20.037797443125847,0.43560429224186625,13.881411462176963,20.59123861580495
628,direction_0,38,11.407223434436316,0.30830333606584637,2.6225269657862467,5.061255433818926
